arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,key_resp_6.rt,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,7,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware4.png,car3.png,music1.png,car6.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,music2.png,music8.png,music4.png,animal9.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,68,68,178,,,,,,,,,,,,,,,,,,,,,,,1797.5156666999683,None,1797.5156666999683,None,1797.5156666999683,None,1797.7254348000279,None,1798.137774300063,None,1798.137774300063,None,1798.137774300063,None,1798.5420438,None,,,,,,,,,,,,,,,,,,,,,1799.5776730000507,None,p,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,1799.5776730000507,None,0.6622570999898016,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,7,pre,right,right.png,right.png,bas,Стулья,Брусья,furniture3.png,tool8.png,car3.png,animal5.png,298,298,-298,-298,-85,85,-85,85,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,tool4.png,music6.png,tool1.png,animal2.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,316,-316,316,-316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,69,69,268,,,,,,,,,,,,,,,,,,,,,,,1800.28204369999,None,1800.28204369999,None,1800.28204369999,None,1800.4922379000345,None,1800.8976638000458,None,1800.8976638000458,None,1800.8976638000458,None,1801.3090223000618,None,,,,,,,,,,,,,,,,,,,,,1802.3348339999793,None,p,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1802.3348339999793,None,1.2249935999279842,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware3.png,animal3.png,car2.png,animal8.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,70,70,287,,,,,,,,,,,,,,,,,,,,,,,1803.59792249999,None,1803.59792249999,None,1803.59792249999,None,1803.808983099996,None,1804.2136726999888,None,1804.2136726999888,None,1804.2136726999888,None,1804.6255622999743,None,,,,,,,,,,,,,,,,,,,,,1805.6461624000221,None,p,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,1805.6461624000221,None,0.7615944999270141,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,6,abs,left,left.png,left.png,non,Стулья,Брусья,music6.png,animal3.png,tool2.png,car9.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,71,71,15,,,,,,,,,,,,,,,,,,,,,,,1806.4559345999733,None,1806.4559345999733,None,1806.4559345999733,None,1806.6591364999767,None,1807.0638391999528,None,1807.0638391999528,None,1807.0638391999528,None,1807.4757356999908,None,,,,,,,,,,,,,,,,,,,,,1808.490883099963,None,a,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1808.490883099963,None,1.8448471000883728,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,9,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware4.png,animal8.png,car1.png,animal7.png,-298,-298,298,298,-200,200,-200,200,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,car5.png,animal3.png,animal6.png,car9.png,music10.png,music4.png,music5.png,animal2.png,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,316,-316,316,-316,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,72,72,190,,,,,,,,,,,,,,,,,,,,,,,1810.388957499992,None,1810.388957499992,None,1810.388957499992,None,1810.5925449000206,None,1810.9972816000227,None,1810.9972816000227,None,1810.9972816000227,None,1811.4092566999607,None,,,,,,,,,,,,,,,,,,,,,1812.4537432000507,None,p,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,1812.4537432000507,None,0.42580970004200935,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,7,pre,left,left.png,left.png,bas,Яблоки,Пряники,fruit3.png,car8.png,animal5.png,tool1.png,-298,-298,298,298,-85,85,-85,85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,animal3.png,car9.png,animal6.png,music4.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,73,73,212,,,,,,,,,,,,,,,,,,,,,,,1812.9318443000084,None,1812.9318443000084,None,1812.9318443000084,None,1813.1426576999947,None,1813.548548300052,None,1813.548548300052,None,1813.548548300052,None,1813.9593660000246,None,,,,,,,,,,,,,,,,,,,,,1814.98327159998,None,p,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,1814.98327159998,None,0.784611799987033,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,7,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes4.png,animal1.png,tool2.png,tool4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,tool8.png,car6.png,car7.png,tool10.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,74,74,238,,,,,,,,,,,,,,,,,,,,,,,1815.8182116999524,None,1815.8182116999524,None,1815.8182116999524,None,1816.0262242000317,None,1816.4306747999508,None,1816.4306747999508,None,1816.4306747999508,None,1816.8429144000402,None,,,,,,,,,,,,,,,,,,,,,1817.8691085999599,None,p,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1817.8691085999599,None,1.0347585999406874,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,6,abs,right,right.png,right.png,non,Яблоки,Пряники,animal10.png,tool1.png,tool2.png,animal8.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,75,75,91,,,,,,,,,,,,,,,,,,,,,,,1818.9515549000353,None,1818.9515549000353,None,1818.9515549000353,None,1819.1596327000298,None,1819.5654823000077,None,1819.5654823000077,None,1819.5654823000077,None,1819.9763042000122,None,,,,,,,,,,,,,,,,,,,,,1821.0045766000403,None,a,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,1821.0045766000403,None,0.8512053999584168,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,10,abs,right,right.png,right.png,non,Яблоки,Пряники,car2.png,car1.png,animal7.png,music9.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool10.png,music8.png,car5.png,animal2.png,music1.png,car3.png,animal6.png,music4.png,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,76,76,101,,,,,,,,,,,,,,,,,,,,,,,1821.9119674999965,None,1821.9119674999965,None,1821.9119674999965,None,1822.126509099966,None,1822.52791840001,None,1822.52791840001,None,1822.52791840001,None,1822.9431647000602,None,,,,,,,,,,,,,,,,,,,,,1823.9734579999931,None,a,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1823.9734579999931,None,1.0342879000818357,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes5.png,tool9.png,tool7.png,music1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,77,77,229,,,,,,,,,,,,,,,,,,,,,,,1825.0494181000395,None,1825.0494181000395,None,1825.0494181000395,None,1825.2600161000155,None,1825.6658408000367,None,1825.6658408000367,None,1825.6658408000367,None,1826.0765653999988,None,,,,,,,,,,,,,,,,,,,,,1827.0950912999688,None,p,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,1827.0950912999688,None,0.728669699979946,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,10,abs,left,left.png,left.png,non,Чашки,Шашки,tool4.png,car4.png,tool3.png,music10.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,music5.png,music6.png,tool1.png,car9.png,car8.png,car7.png,tool2.png,car1.png,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,78,78,37,,,,,,,,,,,,,,,,,,,,,,,1827.8805393000366,None,1827.8805393000366,None,1827.8805393000366,None,1828.0934860999696,None,1828.4996359000215,None,1828.4996359000215,None,1828.4996359000215,None,1828.910169800045,None,,,,,,,,,,,,,,,,,,,,,1829.943604900036,None,a,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1829.943604900036,None,1.4560885999817401,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,9,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture2.png,music5.png,car3.png,tool4.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,animal2.png,tool10.png,music8.png,car1.png,animal9.png,music1.png,animal6.png,music7.png,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,79,79,156,,,,,,,,,,,,,,,,,,,,,,,1831.4467978000175,None,1831.4467978000175,None,1831.4467978000175,None,1831.6603467999958,None,1832.0699513000436,None,1832.0699513000436,None,1832.0699513000436,None,1832.4767792000202,None,,,,,,,,,,,,,,,,,,,,,1833.514771200018,None,p,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1833.514771200018,None,1.0528044999809936,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,9,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes4.png,tool5.png,tool7.png,tool9.png,298,298,-298,-298,-85,85,-85,85,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool3.png,animal10.png,tool6.png,music8.png,music1.png,animal4.png,car8.png,tool2.png,298,298,-298,-298,298,298,-298,-298,316,-316,316,-316,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,80,80,250,,,,,,,,,,,,,,,,,,,,,,,1834.6216542000184,None,1834.6216542000184,None,1834.6216542000184,None,1834.8269404000603,None,1835.231484799995,None,1835.231484799995,None,1835.231484799995,None,1835.6436454999493,None,,,,,,,,,,,,,,,,,,,,,1836.6702732000267,None,p,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,1836.6702732000267,None,0.5855580000206828,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,7,pre,left,left.png,left.png,bas,Яблоки,Пряники,fruit5.png,animal6.png,tool8.png,animal5.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,tool10.png,tool2.png,car1.png,animal1.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,316,-316,316,-316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,81,81,209,,,,,,,,,,,,,,,,,,,,,,,1837.2977616999997,None,1837.2977616999997,None,1837.2977616999997,None,1837.5102550999727,None,1837.9161960000638,None,1837.9161960000638,None,1837.9161960000638,None,1838.3271832000464,None,,,,,,,,,,,,,,,,,,,,,1839.3512435000157,None,p,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,1839.3512435000157,None,0.5045916000381112,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,7,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware4.png,animal3.png,car7.png,music8.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,tool9.png,tool4.png,animal5.png,animal2.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,82,82,176,,,,,,,,,,,,,,,,,,,,,,,1839.8978511999594,None,1839.8978511999594,None,1839.8978511999594,None,1840.1106324000284,None,1840.5151024999795,None,1840.5151024999795,None,1840.5151024999795,None,1840.9272247999907,None,,,,,,,,,,,,,,,,,,,,,1841.9497500000289,None,p,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,1841.9497500000289,None,0.5461349999532104,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,9,pre,right,right.png,right.png,bas,Яблоки,Пряники,fruit4.png,car3.png,tool7.png,car9.png,298,298,-298,-298,-200,200,-200,200,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,car1.png,animal10.png,tool1.png,tool2.png,music5.png,car4.png,music8.png,animal6.png,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,-316,316,-316,316,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,83,83,334,,,,,,,,,,,,,,,,,,,,,,,1842.5511772000464,None,1842.5511772000464,None,1842.5511772000464,None,1842.7607625999954,None,1843.1686326999916,None,1843.1686326999916,None,1843.1686326999916,None,1843.577339099953,None,,,,,,,,,,,,,,,,,,,,,1844.6161874999525,None,p,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,1844.6161874999525,None,0.7273658999474719,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,6,abs,right,right.png,right.png,non,Яблоки,Пряники,tool9.png,car10.png,music6.png,car1.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,84,84,92,,,,,,,,,,,,,,,,,,,,,,,1845.3848818000406,None,1845.3848818000406,None,1845.3848818000406,None,1845.5940929000499,None,1845.9966497999849,None,1845.9966497999849,None,1845.9966497999849,None,1846.410903400043,None,,,,,,,,,,,,,,,,,,,,,1847.4245543000288,None,a,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,1847.4245543000288,None,0.6711372999707237,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,10,abs,right,right.png,right.png,non,Чашки,Шашки,car9.png,music8.png,music2.png,animal9.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool1.png,music3.png,animal7.png,tool10.png,music1.png,tool4.png,music6.png,animal5.png,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,1848.1510591000551,None,1848.1510591000551,None,1848.1510591000551,None,1848.3609561000485,None,1848.7656444000313,None,1848.7656444000313,None,1848.7656444000313,None,1849.1775881999638,None,,,,,,,,,,,,,,,,,,,,,1850.222986000008,None,a,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1850.222986000008,None,1.7045366000384092,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,bas,Яблоки,Пряники,fruit3.png,music9.png,tool4.png,car2.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,86,86,318,,,,,,,,,,,,,,,,,,,,,,,1851.968257599976,None,1851.968257599976,None,1851.968257599976,None,1852.1776930000633,None,1852.5836238999618,None,1852.5836238999618,None,1852.5836238999618,None,1852.9944230000256,None,,,,,,,,,,,,,,,,,,,,,1854.0210096000228,None,p,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,1854.0210096000228,None,0.578968400019221,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,6,abs,left,left.png,left.png,non,Яблоки,Пряники,animal6.png,tool1.png,animal8.png,animal5.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,87,87,40,,,,,,,,,,,,,,,,,,,,,,,1854.665119400015,None,1854.665119400015,None,1854.665119400015,None,1854.8779558000388,None,1855.2794737999793,None,1855.2794737999793,None,1855.2794737999793,None,1855.6945968000218,None,,,,,,,,,,,,,,,,,,,,,1856.7095926000038,None,a,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,1856.7095926000038,None,0.7219584999838844,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,8,abs,right,right.png,right.png,non,Чашки,Шашки,car6.png,music8.png,tool4.png,animal5.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,music10.png,car6.png,animal1.png,car9.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,88,88,81,,,,,,,,,,,,,,,,,,,,,,,1857.4959874000633,None,1857.4959874000633,None,1857.4959874000633,None,1857.7113700000336,None,1858.116015800042,None,1858.116015800042,None,1858.116015800042,None,1858.5280460000504,None,,,,,,,,,,,,,,,,,,,,,1859.5510222000303,None,a,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1859.5510222000303,None,1.2804798000724986,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
